timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1528165831903,55,getHdStations,200,,Stations 1-19,text,true,,228840,133,8,8,51,0,0
1528165831958,2,createStation,200,,Stations 1-19,text,true,,214,276,8,8,1,0,0
1528165831960,1,getStationByID,200,,Stations 1-19,text,true,,270,162,8,8,1,0,0
1528165831948,15,getStationByName,200,,Stations 1-14,text,true,,228947,179,8,8,11,0,0
1528165831918,46,getHdStations,200,,Stations 1-16,text,true,,229052,133,8,8,42,0,0
1528165831963,2,updateStation,200,,Stations 1-14,text,true,,270,303,8,8,2,0,0
1528165831964,1,createStation,200,,Stations 1-16,text,true,,214,276,8,8,1,0,0
1528165831961,13,getStationByName,200,,Stations 1-19,text,true,,229053,179,8,8,9,0,0
1528165831974,1,updateStation,200,,Stations 1-19,text,true,,270,303,8,8,1,0,0
1528165831965,14,getHdStations,200,,Stations 1-14,text,true,,229264,133,8,8,10,0,0
1528165831980,1,createStation,200,,Stations 1-14,text,true,,214,276,8,8,1,0,0
1528165831981,1,getStationByID,200,,Stations 1-14,text,true,,270,162,8,8,1,0,0
1528165831950,35,createStation,200,,Stations 1-20,text,true,,214,276,8,8,35,0,0
1528165831985,1,getStationByID,200,,Stations 1-20,text,true,,270,162,8,8,1,0,0
1528165831946,44,updateStation,200,,Stations 1-17,text,true,,270,303,8,8,44,0,0
1528165831942,58,getHdStations,200,,Stations 1-18,text,true,,229476,133,8,8,54,0,0
1528165832000,2,createStation,200,,Stations 1-18,text,true,,214,276,8,8,2,0,0
1528165831990,13,getHdStations,200,,Stations 1-17,text,true,,229476,133,8,8,9,0,0
1528165832002,1,getStationByID,200,,Stations 1-18,text,true,,270,162,8,8,1,0,0
1528165832003,1,createStation,200,,Stations 1-17,text,true,,214,276,8,8,1,0,0
1528165831928,82,getHdStations,200,,Stations 1-13,text,true,,228946,133,8,8,79,0,0
1528165832011,1,createStation,200,,Stations 1-13,text,true,,214,276,8,8,1,0,0
1528165832012,1,getStationByID,200,,Stations 1-13,text,true,,270,162,8,8,1,0,0
1528165832004,14,getStationByName,200,,Stations 1-18,text,true,,229583,179,8,8,10,0,0
1528165832018,1,updateStation,200,,Stations 1-18,text,true,,270,303,8,8,1,0,0
1528165831953,72,createStation,200,,Stations 1-15,text,true,,214,276,8,8,72,0,0
1528165832025,1,getStationByID,200,,Stations 1-15,text,true,,270,162,8,8,1,0,0
1528165831987,48,getStationByName,200,,Stations 1-20,text,true,,229689,179,8,8,44,0,0
1528165832035,1,updateStation,200,,Stations 1-20,text,true,,270,303,8,8,1,0,0
1528165832026,12,getStationByName,200,,Stations 1-15,text,true,,229801,179,8,8,9,0,0
1528165832020,19,getHdStations,200,,Stations 1-18,text,true,,229800,133,8,8,15,0,0
1528165832039,2,createStation,200,,Stations 1-18,text,true,,214,276,8,8,2,0,0
1528165832041,2,getStationByID,200,,Stations 1-18,text,true,,270,162,8,8,1,0,0
1528165831975,68,getHdStations,200,,Stations 1-19,text,true,,229264,133,8,8,65,0,0
1528165832036,19,getHdStations,200,,Stations 1-20,text,true,,229906,133,8,8,15,0,0
1528165832043,13,getStationByName,200,,Stations 1-18,text,true,,229907,179,8,8,8,0,0
1528165832055,1,createStation,200,,Stations 1-20,text,true,,214,276,8,8,1,0,0
1528165832057,0,getStationByID,200,,Stations 1-20,text,true,,270,162,8,8,0,0,0
1528165832056,1,updateStation,200,,Stations 1-18,text,true,,270,303,8,8,1,0,0
1528165831965,96,getStationByID,200,,Stations 1-16,text,true,,270,162,8,8,96,0,0
1528165832057,14,getHdStations,200,,Stations 1-18,text,true,,230119,133,8,8,10,0,0
1528165832061,12,getStationByName,200,,Stations 1-16,text,true,,230013,179,8,8,9,0,0
1528165832072,2,createStation,200,,Stations 1-18,text,true,,214,276,8,8,1,0,0
1528165832074,1,getStationByID,200,,Stations 1-18,text,true,,270,162,8,8,0,0,0
1528165832074,1,updateStation,200,,Stations 1-16,text,true,,270,303,8,8,1,0,0
1528165832075,13,getHdStations,200,,Stations 1-16,text,true,,230225,133,8,8,9,0,0
1528165832088,2,createStation,200,,Stations 1-16,text,true,,214,276,8,8,2,0,0
1528165832090,1,getStationByID,200,,Stations 1-16,text,true,,270,162,8,8,1,0,0
1528165832044,52,createStation,200,,Stations 1-19,text,true,,214,276,8,8,52,0,0
1528165832096,1,getStationByID,200,,Stations 1-19,text,true,,270,162,8,8,1,0,0
1528165832097,13,getStationByName,200,,Stations 1-19,text,true,,230332,179,8,8,9,0,0
1528165832110,1,updateStation,200,,Stations 1-19,text,true,,270,303,8,8,1,0,0
1528165832091,34,getStationByName,200,,Stations 1-16,text,true,,230226,179,8,8,31,0,0
1528165832111,14,getHdStations,200,,Stations 1-19,text,true,,230437,133,8,8,11,0,0
1528165832126,1,createStation,200,,Stations 1-19,text,true,,214,276,8,8,1,0,0
1528165832126,1,updateStation,200,,Stations 1-16,text,true,,270,303,8,8,1,0,0
1528165832038,93,updateStation,200,,Stations 1-15,text,true,,270,303,8,8,92,0,0
1528165832127,13,getHdStations,200,,Stations 1-16,text,true,,230543,133,8,8,10,0,0
1528165832141,1,createStation,200,,Stations 1-16,text,true,,214,276,8,8,1,0,0
1528165832142,1,getStationByID,200,,Stations 1-16,text,true,,270,162,8,8,1,0,0
1528165832131,12,getHdStations,200,,Stations 1-15,text,true,,230543,133,8,8,9,0,0
1528165832004,147,getStationByID,200,,Stations 1-17,text,true,,270,162,8,8,147,0,0
1528165832057,100,getStationByName,200,,Stations 1-20,text,true,,230226,179,8,8,98,0,0
1528165831982,176,getStationByName,200,,Stations 1-14,text,true,,229265,179,8,8,171,0,0
1528165832013,148,getStationByName,200,,Stations 1-13,text,true,,229689,179,8,8,146,0,0
1528165832143,19,getStationByName,200,,Stations 1-16,text,true,,230544,179,8,8,16,0,0
1528165832162,1,updateStation,200,,Stations 1-16,text,true,,270,303,8,8,1,0,0
1528165832151,13,getStationByName,200,,Stations 1-17,text,true,,230544,179,7,7,10,0,0
1528165832158,8,updateStation,200,,Stations 1-14,text,true,,270,303,7,7,8,0,0
1528165832161,5,updateStation,200,,Stations 1-13,text,true,,270,303,6,6,5,0,0
1528165832157,10,updateStation,200,,Stations 1-20,text,true,,270,303,6,6,10,0,0
1528165832144,26,createStation,200,,Stations 1-15,text,true,,214,276,6,6,26,0,0
1528165832170,2,getStationByID,200,,Stations 1-15,text,true,,270,162,6,6,2,0,0
1528165832167,14,getHdStations,200,,Stations 1-13,text,true,,230649,133,6,6,10,0,0
1528165832181,1,createStation,200,,Stations 1-13,text,true,,214,276,6,6,1,0,0
1528165832183,1,getStationByID,200,,Stations 1-13,text,true,,270,162,6,6,0,0,0
1528165832172,15,getStationByName,200,,Stations 1-15,text,true,,230650,179,6,6,11,0,0
1528165832187,2,updateStation,200,,Stations 1-15,text,true,,270,303,6,6,2,0,0
1528165832127,67,getStationByID,200,,Stations 1-19,text,true,,270,162,6,6,67,0,0
1528165832189,16,getHdStations,200,,Stations 1-15,text,true,,230861,133,6,6,12,0,0
1528165832075,134,getStationByName,200,,Stations 1-18,text,true,,230756,179,6,6,131,0,0
1528165832205,5,createStation,200,,Stations 1-15,text,true,,214,276,6,6,5,0,0
1528165832209,2,updateStation,200,,Stations 1-18,text,true,,270,303,6,6,2,0,0
1528165832210,2,getStationByID,200,,Stations 1-15,text,true,,270,162,6,6,2,0,0
1528165832194,26,getStationByName,200,,Stations 1-19,text,true,,230756,179,6,6,22,0,0
1528165832220,4,updateStation,200,,Stations 1-19,text,true,,270,303,6,6,4,0,0
1528165832212,21,getStationByName,200,,Stations 1-15,text,true,,230862,179,6,6,17,0,0
1528165832184,57,getStationByName,200,,Stations 1-13,text,true,,230756,179,6,6,53,0,0
1528165832164,80,updateStation,200,,Stations 1-17,text,true,,270,303,6,6,80,0,0
1528165832241,3,updateStation,200,,Stations 1-13,text,true,,270,303,6,6,3,0,0
1528165832167,87,getHdStations,200,,Stations 1-20,text,true,,230967,133,5,5,84,0,0
1528165832254,2,createStation,200,,Stations 1-20,text,true,,214,276,5,5,2,0,0
1528165832233,24,updateStation,200,,Stations 1-15,text,true,,270,303,5,5,23,0,0
1528165832224,33,getHdStations,200,,Stations 1-19,text,true,,230967,133,5,5,20,0,0
1528165832256,2,getStationByID,200,,Stations 1-20,text,true,,270,162,5,5,2,0,0
1528165832244,14,getHdStations,200,,Stations 1-17,text,true,,230967,133,5,5,11,0,0
1528165832212,54,getHdStations,200,,Stations 1-18,text,true,,230967,133,5,5,51,0,0
1528165832266,2,createStation,200,,Stations 1-18,text,true,,214,276,5,5,2,0,0
1528165832268,1,getStationByID,200,,Stations 1-18,text,true,,270,162,5,5,1,0,0
1528165832259,11,createStation,200,,Stations 1-17,text,true,,214,276,5,5,11,0,0
1528165832257,14,getHdStations,200,,Stations 1-15,text,true,,231073,133,5,5,11,0,0
1528165832272,1,createStation,200,,Stations 1-15,text,true,,214,276,5,5,1,0,0
1528165832258,19,createStation,200,,Stations 1-19,text,true,,214,276,5,5,18,0,0
1528165832273,4,getStationByID,200,,Stations 1-15,text,true,,270,162,5,5,3,0,0
1528165832270,7,getStationByID,200,,Stations 1-17,text,true,,270,162,5,5,7,0,0
1528165832277,1,getStationByID,200,,Stations 1-19,text,true,,270,162,5,5,1,0,0
1528165832258,27,getStationByName,200,,Stations 1-20,text,true,,231286,179,5,5,24,0,0
1528165832269,20,getStationByName,200,,Stations 1-18,text,true,,231180,179,5,5,17,0,0
1528165832277,12,getStationByName,200,,Stations 1-15,text,true,,231392,179,5,5,9,0,0
1528165832285,5,updateStation,200,,Stations 1-20,text,true,,270,303,5,5,5,0,0
1528165832290,1,updateStation,200,,Stations 1-15,text,true,,270,303,5,5,1,0,0
1528165832289,2,updateStation,200,,Stations 1-18,text,true,,270,303,5,5,2,0,0
1528165832277,18,getStationByName,200,,Stations 1-17,text,true,,231392,179,5,5,14,0,0
1528165832295,2,updateStation,200,,Stations 1-17,text,true,,270,303,5,5,2,0,0
1528165832291,13,getHdStations,200,,Stations 1-15,text,true,,231497,133,5,5,9,0,0
1528165832278,28,getStationByName,200,,Stations 1-19,text,true,,231392,179,5,5,25,0,0
1528165832305,1,createStation,200,,Stations 1-15,text,true,,214,276,5,5,1,0,0
1528165832307,0,getStationByID,200,,Stations 1-15,text,true,,270,162,5,5,0,0,0
1528165832297,13,getHdStations,200,,Stations 1-17,text,true,,231497,133,5,5,9,0,0
1528165832310,4,createStation,200,,Stations 1-17,text,true,,214,276,5,5,4,0,0
1528165832315,1,getStationByID,200,,Stations 1-17,text,true,,270,162,5,5,0,0,0
1528165832306,17,updateStation,200,,Stations 1-19,text,true,,270,303,5,5,17,0,0
1528165832290,34,getHdStations,200,,Stations 1-20,text,true,,231603,133,5,5,30,0,0
1528165832292,38,getHdStations,200,,Stations 1-18,text,true,,231603,133,5,5,35,0,0
1528165832324,6,createStation,200,,Stations 1-20,text,true,,214,276,5,5,6,0,0
1528165832330,2,createStation,200,,Stations 1-18,text,true,,214,276,5,5,2,0,0
1528165832307,25,getStationByName,200,,Stations 1-15,text,true,,231604,179,5,5,22,0,0
1528165832330,3,getStationByID,200,,Stations 1-20,text,true,,270,162,5,5,3,0,0
1528165832332,1,getStationByID,200,,Stations 1-18,text,true,,270,162,5,5,1,0,0
1528165832316,18,getStationByName,200,,Stations 1-17,text,true,,231604,179,5,5,15,0,0
1528165832323,17,getHdStations,200,,Stations 1-19,text,true,,231709,133,5,5,13,0,0
1528165832341,1,createStation,200,,Stations 1-19,text,true,,214,276,5,5,1,0,0
1528165832342,1,getStationByID,200,,Stations 1-19,text,true,,270,162,5,5,1,0,0
1528165832334,12,updateStation,200,,Stations 1-17,text,true,,270,303,5,5,12,0,0
1528165832333,14,getStationByName,200,,Stations 1-20,text,true,,231816,179,5,5,10,0,0
1528165832333,17,updateStation,200,,Stations 1-15,text,true,,270,303,5,5,17,0,0
1528165832347,4,updateStation,200,,Stations 1-20,text,true,,270,303,4,4,3,0,0
1528165832334,22,getStationByName,200,,Stations 1-18,text,true,,231816,179,4,4,17,0,0
1528165832356,2,updateStation,200,,Stations 1-18,text,true,,270,303,4,4,2,0,0
1528165832343,16,getStationByName,200,,Stations 1-19,text,true,,231922,179,4,4,12,0,0
1528165832346,13,getHdStations,200,,Stations 1-17,text,true,,232027,133,4,4,10,0,0
1528165832359,4,updateStation,200,,Stations 1-19,text,true,,270,303,4,4,4,0,0
1528165832360,3,createStation,200,,Stations 1-17,text,true,,214,276,4,4,3,0,0
1528165832351,19,getHdStations,200,,Stations 1-20,text,true,,232027,133,4,4,11,0,0
1528165832363,46,getStationByID,200,,Stations 1-17,text,true,,270,162,4,4,46,0,0
1528165832371,38,createStation,200,,Stations 1-20,text,true,,214,276,4,4,38,0,0
1528165832409,3,getStationByID,200,,Stations 1-20,text,true,,270,162,4,4,3,0,0
1528165832358,55,getHdStations,200,,Stations 1-18,text,true,,232027,133,4,4,51,0,0
1528165832414,1,createStation,200,,Stations 1-18,text,true,,214,276,4,4,1,0,0
1528165832415,2,getStationByID,200,,Stations 1-18,text,true,,270,162,4,4,1,0,0
1528165832363,56,getHdStations,200,,Stations 1-19,text,true,,232133,133,4,4,52,0,0
1528165832419,2,createStation,200,,Stations 1-19,text,true,,214,276,4,4,1,0,0
1528165832421,1,getStationByID,200,,Stations 1-19,text,true,,270,162,4,4,0,0,0
1528165832409,14,getStationByName,200,,Stations 1-17,text,true,,232134,179,4,4,11,0,0
1528165832424,1,updateStation,200,,Stations 1-17,text,true,,270,303,4,4,1,0,0
1528165832412,13,getStationByName,200,,Stations 1-20,text,true,,232134,179,4,4,10,0,0
1528165832417,15,getStationByName,200,,Stations 1-18,text,true,,232240,179,4,4,12,0,0
1528165832425,8,updateStation,200,,Stations 1-20,text,true,,270,303,4,4,8,0,0
1528165832422,13,getStationByName,200,,Stations 1-19,text,true,,232346,179,4,4,9,0,0
1528165832435,12,updateStation,200,,Stations 1-19,text,true,,270,303,4,4,12,0,0
1528165832432,16,updateStation,200,,Stations 1-18,text,true,,270,303,4,4,16,0,0
1528165832433,15,getHdStations,200,,Stations 1-20,text,true,,232451,133,4,4,11,0,0
1528165832449,2,createStation,200,,Stations 1-20,text,true,,214,276,4,4,2,0,0
1528165832425,27,getHdStations,200,,Stations 1-17,text,true,,232451,133,4,4,23,0,0
1528165832451,4,getStationByID,200,,Stations 1-20,text,true,,270,162,4,4,4,0,0
1528165832452,3,createStation,200,,Stations 1-17,text,true,,214,276,4,4,3,0,0
1528165832455,1,getStationByID,200,,Stations 1-17,text,true,,270,162,4,4,1,0,0
1528165832447,13,getHdStations,200,,Stations 1-19,text,true,,232451,133,4,4,10,0,0
1528165832461,1,createStation,200,,Stations 1-19,text,true,,214,276,4,4,1,0,0
1528165832448,20,getHdStations,200,,Stations 1-18,text,true,,232557,133,4,4,17,0,0
1528165832463,6,getStationByID,200,,Stations 1-19,text,true,,270,162,4,4,6,0,0
1528165832469,6,createStation,200,,Stations 1-18,text,true,,214,276,4,4,6,0,0
1528165832475,1,getStationByID,200,,Stations 1-18,text,true,,270,162,4,4,1,0,0
1528165832455,22,getStationByName,200,,Stations 1-20,text,true,,232664,179,4,4,18,0,0
1528165832456,28,getStationByName,200,,Stations 1-17,text,true,,232558,179,4,4,24,0,0
1528165832469,15,getStationByName,200,,Stations 1-19,text,true,,232664,179,4,4,11,0,0
1528165832477,8,updateStation,200,,Stations 1-20,text,true,,270,303,4,4,7,0,0
1528165832484,2,updateStation,200,,Stations 1-17,text,true,,270,303,4,4,1,0,0
1528165832484,2,updateStation,200,,Stations 1-19,text,true,,270,303,4,4,1,0,0
1528165832476,14,getStationByName,200,,Stations 1-18,text,true,,232770,179,4,4,10,0,0
1528165832490,4,updateStation,200,,Stations 1-18,text,true,,270,303,4,4,4,0,0
1528165832486,18,getHdStations,200,,Stations 1-17,text,true,,232875,133,4,4,15,0,0
1528165832485,23,getHdStations,200,,Stations 1-20,text,true,,232875,133,4,4,19,0,0
1528165832486,22,getHdStations,200,,Stations 1-19,text,true,,232875,133,4,4,19,0,0
1528165832504,5,createStation,200,,Stations 1-17,text,true,,214,276,4,4,5,0,0
1528165832508,2,createStation,200,,Stations 1-20,text,true,,214,276,4,4,1,0,0
1528165832509,1,getStationByID,200,,Stations 1-17,text,true,,270,162,4,4,1,0,0
1528165832508,3,createStation,200,,Stations 1-19,text,true,,214,276,4,4,3,0,0
1528165832494,19,getHdStations,200,,Stations 1-18,text,true,,232875,133,4,4,16,0,0
1528165832510,4,getStationByID,200,,Stations 1-20,text,true,,270,162,4,4,4,0,0
1528165832511,4,getStationByID,200,,Stations 1-19,text,true,,270,162,4,4,4,0,0
1528165832514,7,createStation,200,,Stations 1-18,text,true,,214,276,4,4,6,0,0
1528165832521,1,getStationByID,200,,Stations 1-18,text,true,,270,162,4,4,1,0,0
1528165832510,14,getStationByName,200,,Stations 1-17,text,true,,233088,179,4,4,11,0,0
1528165832524,6,updateStation,200,,Stations 1-17,text,true,,270,303,4,4,6,0,0
1528165832522,12,getStationByName,200,,Stations 1-18,text,true,,233194,179,3,3,9,0,0
1528165832515,21,getStationByName,200,,Stations 1-20,text,true,,233088,179,3,3,16,0,0
1528165832535,1,updateStation,200,,Stations 1-18,text,true,,270,303,3,3,1,0,0
1528165832515,22,getStationByName,200,,Stations 1-19,text,true,,233194,179,2,2,19,0,0
1528165832537,1,updateStation,200,,Stations 1-19,text,true,,270,303,2,2,1,0,0
1528165832536,2,updateStation,200,,Stations 1-20,text,true,,270,303,2,2,2,0,0
1528165832538,15,getHdStations,200,,Stations 1-20,text,true,,233299,133,1,1,11,0,0
1528165832554,1,createStation,200,,Stations 1-20,text,true,,214,276,1,1,1,0,0
1528165832555,1,getStationByID,200,,Stations 1-20,text,true,,270,162,1,1,1,0,0
1528165832556,15,getStationByName,200,,Stations 1-20,text,true,,233300,179,1,1,11,0,0
1528165832571,2,updateStation,200,,Stations 1-20,text,true,,270,303,1,1,2,0,0
1528165832574,14,getHdStations,200,,Stations 1-20,text,true,,233405,133,1,1,11,0,0
1528165832589,1,createStation,200,,Stations 1-20,text,true,,214,276,1,1,1,0,0
1528165832591,1,getStationByID,200,,Stations 1-20,text,true,,270,162,1,1,1,0,0
1528165832592,12,getStationByName,200,,Stations 1-20,text,true,,233406,179,1,1,10,0,0
1528165832605,1,updateStation,200,,Stations 1-20,text,true,,270,303,1,1,1,0,0
1528165832606,12,getHdStations,200,,Stations 1-20,text,true,,233511,133,1,1,9,0,0
1528165832619,1,createStation,200,,Stations 1-20,text,true,,214,276,1,1,1,0,0
1528165832620,1,getStationByID,200,,Stations 1-20,text,true,,270,162,1,1,0,0,0
1528165832621,14,getStationByName,200,,Stations 1-20,text,true,,233512,179,1,1,10,0,0
1528165832635,2,updateStation,200,,Stations 1-20,text,true,,270,303,1,1,2,0,0
